DATE,HOUR,habitacion
2009-12-07,09:20:22.000042,cocina
2009-12-07,09:28:05.000027,cocina
2009-12-07,09:28:47.000093,salon
2009-12-07,10:30:11.000028,salon
2009-12-07,10:30:14.000080,cocina
2009-12-07,10:35:27.000039,cocina
2009-12-07,10:37:02.000004,salon
2009-12-07,11:20:47.000005,salon
2009-12-07,11:20:48.000087,cocina
2009-12-07,11:22:00.000039,cocina
2009-12-07,11:24:28.000041,dormitorio
2009-12-07,11:29:36.000069,dormitorio
2009-12-07,11:29:57.000053,salon
2009-12-07,11:34:57.000071,salon
2009-12-07,11:34:58.000018,television
2009-12-07,11:36:17.000049,television
2009-12-07,11:36:25.000043,salon
2009-12-07,12:13:05.000037,salon
2009-12-07,12:13:17.000028,baño
2009-12-07,12:15:50.000033,baño
2009-12-07,12:16:58.000017,salon
2009-12-07,12:20:42.000045,salon
2009-12-07,12:20:43.000026,television
2009-12-07,12:22:02.000090,television
2009-12-07,12:27:02.000067,salon
2009-12-07,12:33:41.000026,salon
2009-12-07,12:33:44.000043,cocina
2009-12-07,12:35:21.000097,cocina
2009-12-07,12:35:23.000044,salon
2009-12-07,13:12:18.000019,salon
2009-12-07,13:12:19.000033,cocina
2009-12-07,13:20:43.000090,cocina
2009-12-07,13:21:06.000068,television
2009-12-07,13:24:52.000067,television
2009-12-07,13:24:57.000055,baño
2009-12-07,13:46:37.000099,baño
2009-12-07,13:49:37.000084,salon
2009-12-07,14:19:49.000023,salon
2009-12-07,14:19:52.000085,cocina
2009-12-07,14:26:27.000085,cocina
2009-12-07,14:26:44.000037,salon
2009-12-07,14:41:27.000096,salon
2009-12-07,14:41:30.000089,cocina
2009-12-07,14:49:10.000026,cocina
2009-12-07,14:49:23.000005,salon
2009-12-07,15:33:01.000004,salon
2009-12-07,15:33:03.000023,cocina
2009-12-07,15:38:31.000086,cocina
2009-12-07,15:38:41.000070,baño
2009-12-07,15:40:08.000089,baño
2009-12-07,16:22:37.000051,cocina
2009-12-07,16:30:11.000090,cocina
2009-12-07,16:30:43.000009,television
2009-12-07,16:59:07.000074,television
2009-12-07,16:59:14.000084,salon
2009-12-07,17:20:30.000034,salon
2009-12-07,17:21:45.000040,television
2009-12-07,17:34:58.000007,television
2009-12-07,17:35:15.000007,salon
2009-12-07,17:51:20.000027,salon
2009-12-07,17:56:48.000089,television
2009-12-07,17:58:26.000023,television
2009-12-07,17:59:29.000077,salon
2009-12-07,18:09:02.000003,salon
2009-12-07,18:30:07.000022,television
2009-12-07,18:37:34.000037,television
2009-12-07,18:37:41.000047,baño
2009-12-07,18:39:32.000040,baño
2009-12-07,18:39:40.000012,cocina
2009-12-07,20:08:01.000031,cocina
2009-12-07,20:08:50.000077,television
2009-12-07,20:12:48.000040,television
2009-12-07,20:18:47.000021,salon
2009-12-07,22:14:50.000015,salon
2009-12-07,22:19:49.000018,baño
2009-12-07,22:31:08.000071,baño
2009-12-07,22:33:15.000002,dormitorio
2009-12-08,08:30:35.000085,dormitorio
2009-12-08,08:30:44.000002,baño
2009-12-08,08:33:27.000099,baño
2009-12-08,08:33:47.000093,salon
2009-12-08,09:25:25.000021,salon
2009-12-08,09:25:29.000041,cocina
2009-12-08,09:32:10.000069,cocina
2009-12-08,09:32:12.000074,salon
2009-12-08,09:47:41.000081,salon
2009-12-08,09:47:46.000052,baño
2009-12-08,09:50:30.000031,baño
2009-12-08,09:50:35.000085,salon
2009-12-08,10:16:22.000079,salon
2009-12-08,10:16:25.000097,cocina
2009-12-08,10:18:30.000097,cocina
2009-12-08,10:18:33.000020,salon
2009-12-08,11:04:59.000063,salon
2009-12-08,11:05:02.000016,cocina
2009-12-08,11:12:10.000014,cocina
2009-12-08,11:12:12.000026,salon
2009-12-08,11:19:53.000088,salon
2009-12-08,11:20:00.000085,cocina
2009-12-08,11:23:46.000003,cocina
2009-12-08,11:23:47.000096,salon
2009-12-08,11:36:53.000009,salon
2009-12-08,11:37:03.000091,dormitorio
2009-12-08,12:09:46.000035,dormitorio
2009-12-08,12:09:54.000047,cocina
2009-12-08,12:14:00.000014,cocina
2009-12-08,12:14:00.000093,salon
2009-12-08,13:55:05.000077,salon
2009-12-08,13:55:45.000070,baño
2009-12-08,13:57:45.000085,baño
2009-12-08,13:59:01.000013,salon
2009-12-08,14:01:41.000046,salon
2009-12-08,14:04:03.000012,cocina
2009-12-08,14:10:04.000082,cocina
2009-12-08,14:10:05.000093,salon
2009-12-08,14:21:32.000073,salon
2009-12-08,14:21:38.000073,cocina
2009-12-08,14:34:08.000002,cocina
2009-12-08,14:34:08.000003,salon
2009-12-08,15:25:32.000083,salon
2009-12-08,15:25:44.000094,baño
2009-12-08,15:28:38.000033,baño
2009-12-08,15:28:46.000027,salon
2009-12-08,16:24:52.000001,salon
2009-12-08,16:25:18.000058,baño
2009-12-08,16:28:46.000061,baño
2009-12-08,16:29:00.000008,salon
2009-12-08,16:40:14.000031,salon
2009-12-08,16:40:18.000086,baño
2009-12-08,16:42:22.000052,baño
2009-12-08,16:52:36.000050,salon
2009-12-08,17:23:41.000015,salon
2009-12-08,17:23:48.000092,cocina
2009-12-08,17:25:24.000017,cocina
2009-12-08,17:26:19.000043,television
2009-12-08,18:22:28.000043,television
2009-12-08,18:22:35.000045,baño
2009-12-08,18:31:21.000026,baño
2009-12-08,18:31:48.000028,cocina
2009-12-08,18:53:01.000097,cocina
2009-12-08,18:53:01.000098,salon
2009-12-08,18:58:37.000084,salon
2009-12-08,19:46:32.000089,baño
2009-12-08,19:51:54.000038,baño
2009-12-08,19:55:16.000074,television
2009-12-08,20:24:22.000051,television
2009-12-08,20:25:20.000020,baño
2009-12-08,20:32:54.000065,baño
2009-12-08,20:47:36.000027,salon
2009-12-08,20:52:40.000093,salon
2009-12-08,20:53:01.000065,cocina
2009-12-08,20:57:14.000028,cocina
2009-12-08,21:00:35.000010,salon
2009-12-08,21:03:46.000009,salon
2009-12-08,21:03:49.000060,cocina
2009-12-08,21:08:18.000092,cocina
2009-12-08,21:08:21.000007,salon
2009-12-08,22:07:01.000013,salon
2009-12-08,22:07:01.000092,cocina
2009-12-08,22:11:54.000083,cocina
2009-12-08,22:14:09.000057,baño
2009-12-08,22:19:45.000081,baño
2009-12-08,22:19:53.000029,dormitorio
2009-12-09,07:58:52.000066,dormitorio
2009-12-09,07:58:56.000039,baño
2009-12-09,08:01:08.000010,baño
2009-12-09,08:01:43.000076,salon
2009-12-09,08:19:20.000054,salon
2009-12-09,08:19:25.000009,cocina
2009-12-09,08:21:04.000015,cocina
2009-12-09,08:23:40.000077,salon
2009-12-09,08:45:15.000070,salon
2009-12-09,08:49:39.000007,dormitorio
2009-12-09,09:15:53.000083,dormitorio
2009-12-09,09:18:38.000047,salon
2009-12-09,10:32:43.000052,salon
2009-12-09,10:33:10.000042,cocina
2009-12-09,10:52:56.000053,cocina
2009-12-09,10:53:01.000069,salon
2009-12-09,11:05:07.000021,salon
2009-12-09,11:06:08.000066,dormitorio
2009-12-09,11:34:14.000090,dormitorio
2009-12-09,11:34:56.000013,cocina
2009-12-09,11:43:56.000024,cocina
2009-12-09,11:44:58.000016,salon
2009-12-09,11:46:00.000060,salon
2009-12-09,11:48:11.000078,cocina
2009-12-09,11:56:40.000037,cocina
2009-12-09,11:56:40.000087,salon
2009-12-09,12:00:10.000009,salon
2009-12-09,12:00:14.000001,cocina
2009-12-09,12:02:45.000067,cocina
2009-12-09,12:02:49.000028,salon
2009-12-09,12:09:03.000064,salon
2009-12-09,12:09:06.000022,cocina
2009-12-09,12:52:30.000067,cocina
2009-12-09,12:52:35.000042,salon
2009-12-09,13:24:34.000007,salon
2009-12-09,13:26:20.000077,cocina
2009-12-09,13:34:21.000057,cocina
2009-12-09,13:34:24.000015,salon
2009-12-09,14:08:30.000085,salon
2009-12-09,14:11:36.000057,baño
2009-12-09,14:13:51.000093,baño
2009-12-09,14:13:55.000073,cocina
2009-12-09,14:16:35.000056,cocina
2009-12-09,14:16:40.000014,salon
2009-12-09,14:51:47.000095,salon
2009-12-09,14:51:49.000008,television
2009-12-09,14:54:02.000017,television
2009-12-09,14:54:20.000026,baño
2009-12-09,14:56:20.000033,baño
2009-12-09,14:56:24.000099,cocina
2009-12-09,14:58:45.000044,cocina
2009-12-09,15:00:17.000006,salon
2009-12-09,15:59:53.000037,salon
2009-12-09,15:59:55.000054,baño
2009-12-09,16:01:22.000057,baño
2009-12-09,16:01:27.000051,cocina
2009-12-09,16:05:16.000026,cocina
2009-12-09,16:05:33.000034,television
2009-12-09,17:52:35.000078,television
2009-12-09,17:52:41.000063,cocina
2009-12-09,17:55:44.000015,cocina
2009-12-09,17:58:35.000083,television
2009-12-09,18:55:18.000090,television
2009-12-09,18:55:31.000001,cocina
2009-12-09,19:47:44.000020,cocina
2009-12-09,19:47:45.000003,salon
2009-12-09,21:11:39.000018,salon
2009-12-09,21:12:20.000053,baño
2009-12-09,21:15:05.000031,baño
2009-12-09,21:18:07.000036,salon
2009-12-09,21:26:22.000036,salon
2009-12-09,21:28:27.000015,cocina
2009-12-09,21:33:34.000052,cocina
2009-12-09,21:33:58.000075,baño
2009-12-09,21:38:53.000007,baño
2009-12-09,21:38:55.000064,dormitorio
2009-12-10,08:05:16.000025,dormitorio
2009-12-10,08:05:26.000098,baño
2009-12-10,08:09:26.000042,baño
2009-12-10,08:10:08.000053,salon
2009-12-10,09:12:30.000049,salon
2009-12-10,09:12:30.000051,baño
2009-12-10,09:15:46.000002,baño
2009-12-10,09:16:06.000038,salon
2009-12-10,10:26:46.000098,salon
2009-12-10,10:28:00.000050,cocina
2009-12-10,10:43:23.000051,cocina
2009-12-10,10:44:39.000007,salon
2009-12-10,11:28:58.000094,salon
2009-12-10,11:29:10.000089,cocina
2009-12-10,11:39:23.000016,cocina
2009-12-10,11:40:46.000061,salon
2009-12-10,12:47:19.000005,salon
2009-12-10,12:49:08.000094,baño
2009-12-10,13:03:58.000016,baño
2009-12-10,13:04:30.000097,salon
2009-12-10,14:03:43.000016,salon
2009-12-10,14:30:11.000013,baño
2009-12-10,14:32:10.000098,baño
2009-12-10,14:32:54.000054,cocina
2009-12-10,14:36:00.000016,cocina
2009-12-10,14:50:51.000081,salon
2009-12-10,15:18:16.000046,salon
2009-12-10,15:23:55.000042,cocina
2009-12-10,15:27:20.000016,cocina
2009-12-10,15:27:31.000031,television
2009-12-10,16:12:42.000021,television
2009-12-10,16:12:46.000012,dormitorio
2009-12-10,16:27:47.000058,dormitorio
2009-12-10,16:28:55.000058,television
2009-12-10,16:32:01.000008,television
2009-12-10,16:32:05.000096,salon
2009-12-10,16:57:49.000072,salon
2009-12-10,16:57:52.000065,cocina
2009-12-10,17:47:16.000070,cocina
2009-12-10,17:47:20.000056,baño
2009-12-10,18:16:40.000098,baño
2009-12-10,18:18:33.000079,dormitorio
2009-12-10,18:46:41.000085,dormitorio
2009-12-10,18:46:46.000047,salon
2009-12-10,20:56:55.000087,salon
2009-12-10,20:57:49.000097,cocina
2009-12-10,20:59:00.000082,cocina
2009-12-10,21:00:11.000060,baño
2009-12-10,21:15:27.000064,baño
2009-12-10,21:15:59.000054,salon
2009-12-10,22:15:19.000053,salon
2009-12-10,22:16:06.000067,baño
2009-12-10,22:21:19.000002,baño
2009-12-10,22:21:29.000034,dormitorio
2009-12-11,06:10:45.000020,dormitorio
2009-12-11,06:10:46.000034,baño
2009-12-11,06:12:30.000004,baño
2009-12-11,06:12:34.000044,dormitorio
2009-12-11,08:43:12.000095,dormitorio
2009-12-11,09:13:37.000048,cocina
2009-12-11,09:15:08.000031,cocina
2009-12-11,09:15:09.000078,salon
2009-12-11,10:08:43.000057,salon
2009-12-11,10:08:44.000036,cocina
2009-12-11,10:29:52.000076,cocina
2009-12-11,10:30:26.000095,salon
2009-12-11,11:07:02.000050,salon
2009-12-11,11:07:09.000004,cocina
2009-12-11,11:12:48.000070,cocina
2009-12-11,11:12:50.000056,salon
2009-12-11,12:00:31.000022,salon
2009-12-11,12:00:54.000084,baño
2009-12-11,12:03:01.000001,baño
2009-12-11,12:03:48.000065,salon
2009-12-11,12:14:26.000080,salon
2009-12-11,12:14:44.000086,baño
2009-12-11,12:18:13.000021,baño
2009-12-11,12:19:20.000048,salon
2009-12-11,12:57:15.000019,salon
2009-12-11,12:57:19.000007,cocina
2009-12-11,13:16:58.000033,cocina
2009-12-11,13:17:02.000028,baño
2009-12-11,13:31:43.000075,baño
2009-12-11,13:32:08.000027,salon
2009-12-11,13:56:45.000037,salon
2009-12-11,13:57:53.000022,dormitorio
2009-12-11,14:29:51.000063,dormitorio
2009-12-11,14:29:56.000070,salon
2009-12-11,14:35:29.000040,salon
2009-12-11,14:35:29.000041,television
2009-12-11,14:39:18.000022,television
2009-12-11,14:40:00.000041,cocina
2009-12-11,15:09:49.000005,cocina
2009-12-11,15:10:07.000030,television
2009-12-11,15:29:49.000042,television
2009-12-11,15:29:52.000035,salon
2009-12-11,16:06:48.000074,salon
2009-12-11,16:10:49.000018,baño
2009-12-11,16:13:10.000080,baño
2009-12-11,16:13:14.000058,cocina
2009-12-11,16:19:47.000044,cocina
2009-12-11,16:20:51.000018,television
2009-12-11,16:43:33.000087,television
2009-12-11,16:43:42.000010,cocina
2009-12-11,16:52:48.000021,cocina
2009-12-11,16:53:00.000080,television
2009-12-11,17:36:48.000034,television
2009-12-11,17:37:40.000015,baño
2009-12-11,17:39:09.000044,baño
2009-12-11,17:39:15.000021,cocina
2009-12-11,17:46:56.000025,cocina
2009-12-11,17:49:20.000074,television
2009-12-11,18:40:22.000013,television
2009-12-11,18:41:47.000081,cocina
2009-12-11,18:51:25.000042,cocina
2009-12-11,18:55:24.000048,salon
2009-12-11,19:41:52.000032,salon
2009-12-11,19:41:55.000024,cocina
2009-12-11,19:43:22.000037,cocina
2009-12-11,19:45:28.000060,salon
2009-12-11,20:00:11.000059,salon
2009-12-11,20:02:15.000081,baño
2009-12-11,20:40:09.000033,baño
2009-12-11,20:40:27.000034,cocina
2009-12-11,20:47:49.000024,cocina
2009-12-11,20:49:54.000058,television
2009-12-11,21:31:16.000023,television
2009-12-11,21:53:53.000034,baño
2009-12-11,21:57:44.000056,baño
2009-12-11,21:59:08.000083,television
2009-12-11,22:35:37.000098,television
2009-12-11,22:35:41.000026,salon
2009-12-11,22:42:37.000026,salon
2009-12-11,22:48:21.000084,baño
2009-12-11,22:51:18.000054,baño
2009-12-11,22:51:31.000010,dormitorio
2009-12-12,08:08:35.000096,dormitorio
2009-12-12,08:11:15.000081,cocina
2009-12-12,08:13:40.000074,cocina
2009-12-12,08:13:56.000034,dormitorio
2009-12-12,10:19:55.000062,dormitorio
2009-12-12,10:24:02.000074,cocina
2009-12-12,10:29:47.000044,cocina
2009-12-12,10:30:00.000031,salon
2009-12-12,10:33:20.000042,salon
2009-12-12,10:33:23.000060,cocina
2009-12-12,10:36:51.000001,cocina
2009-12-12,10:57:24.000026,baño
2009-12-12,10:59:37.000068,baño
2009-12-12,10:59:42.000092,cocina
2009-12-12,11:02:46.000017,cocina
2009-12-12,11:02:49.000009,salon
2009-12-12,11:21:34.000003,salon
2009-12-12,11:22:14.000076,cocina
2009-12-12,11:40:30.000016,cocina
2009-12-12,11:42:21.000046,dormitorio
2009-12-12,11:44:12.000052,dormitorio
2009-12-12,11:46:00.000021,baño
2009-12-12,12:02:11.000091,baño
2009-12-12,12:02:54.000011,dormitorio
2009-12-12,12:24:31.000085,dormitorio
2009-12-12,12:24:40.000091,salon
2009-12-12,12:33:06.000080,salon
2009-12-12,12:36:42.000070,baño
2009-12-12,12:39:13.000082,baño
2009-12-12,12:39:22.000043,cocina
2009-12-12,12:48:30.000006,cocina
2009-12-12,12:54:22.000037,salon
2009-12-12,13:26:55.000006,salon
2009-12-12,13:26:55.000052,television
2009-12-12,13:43:47.000063,television
2009-12-12,13:44:52.000052,cocina
2009-12-12,14:01:27.000046,cocina
2009-12-12,14:01:27.000092,salon
2009-12-12,14:18:31.000041,salon
2009-12-12,14:19:49.000020,cocina
2009-12-12,15:02:42.000080,cocina
2009-12-12,15:02:46.000053,salon
2009-12-12,15:05:11.000076,salon
2009-12-12,15:05:14.000029,cocina
2009-12-12,15:10:49.000086,cocina
2009-12-12,15:10:59.000043,television
2009-12-12,15:18:32.000035,television
2009-12-12,15:18:48.000025,cocina
2009-12-12,15:24:31.000066,cocina
2009-12-12,15:24:31.000068,salon
2009-12-12,16:07:23.000096,salon
2009-12-12,16:07:28.000086,cocina
2009-12-12,16:10:18.000018,cocina
2009-12-12,16:43:59.000042,baño
2009-12-12,16:47:43.000051,baño
2009-12-12,16:47:48.000005,salon
2009-12-12,17:17:15.000040,salon
2009-12-12,17:17:19.000050,baño
2009-12-12,17:20:58.000082,baño
2009-12-12,17:22:19.000009,salon
2009-12-12,17:44:44.000092,salon
2009-12-12,17:44:48.000008,cocina
2009-12-12,17:51:41.000056,cocina
2009-12-12,17:51:56.000091,television
2009-12-12,18:26:17.000086,television
2009-12-12,18:37:25.000035,salon
2009-12-12,18:47:23.000070,salon
2009-12-12,18:47:26.000088,cocina
2009-12-12,18:59:23.000004,cocina
2009-12-12,19:06:50.000011,television
2009-12-12,20:21:05.000078,television
2009-12-12,20:21:14.000058,cocina
2009-12-12,20:24:03.000065,cocina
2009-12-12,20:24:16.000054,television
2009-12-12,21:21:04.000082,television
2009-12-12,21:21:33.000029,baño
2009-12-12,21:23:13.000046,baño
2009-12-12,21:24:25.000003,television
2009-12-12,21:48:33.000026,television
2009-12-12,21:51:16.000072,baño
2009-12-12,22:00:05.000035,baño
2009-12-12,22:00:18.000053,dormitorio
2009-12-13,02:04:37.000028,dormitorio
2009-12-13,02:19:27.000034,baño
2009-12-13,04:50:22.000076,baño
2009-12-13,04:50:27.000086,salon
2009-12-13,04:53:43.000084,salon
2009-12-13,04:55:36.000094,dormitorio
2009-12-13,05:02:53.000078,dormitorio
2009-12-13,05:03:15.000048,salon
2009-12-13,05:05:22.000048,salon
2009-12-13,05:07:10,dormitorio
2009-12-13,07:30:26.000009,dormitorio
2009-12-13,07:30:34.000020,salon
2009-12-13,07:32:25.000013,salon
2009-12-13,07:32:33.000086,cocina
2009-12-13,07:37:10.000094,cocina
2009-12-13,07:37:17.000040,salon
2009-12-13,07:39:20.000042,salon
2009-12-13,07:42:27.000043,cocina
2009-12-13,07:53:27.000061,cocina
2009-12-13,07:56:53.000041,baño
2009-12-13,08:18:48.000040,baño
2009-12-13,08:25:30.000003,salon
2009-12-13,09:35:27.000083,salon
2009-12-13,09:35:29.000064,cocina
2009-12-13,10:10:18.000038,cocina
2009-12-13,10:10:34.000019,salon
2009-12-13,10:15:38.000028,salon
2009-12-13,10:22:56.000042,baño
2009-12-13,10:29:26.000090,baño
2009-12-13,10:32:02.000069,dormitorio
2009-12-13,10:34:03.000042,dormitorio
2009-12-13,10:34:05.000003,cocina
2009-12-13,10:58:46.000074,cocina
2009-12-13,10:58:47.000064,salon
2009-12-13,11:52:16.000077,salon
2009-12-13,11:52:17.000023,television
2009-12-13,11:54:45.000039,television
2009-12-13,12:01:45.000028,cocina
2009-12-13,12:05:52.000063,cocina
2009-12-13,12:06:26.000009,television
2009-12-13,12:14:01.000003,television
2009-12-13,12:15:19.000008,cocina
2009-12-13,12:28:28.000092,cocina
2009-12-13,12:28:40.000035,baño
2009-12-13,12:31:50.000073,baño
2009-12-13,12:31:56.000074,salon
2009-12-13,12:50:54.000054,salon
2009-12-13,12:50:58.000004,cocina
2009-12-13,13:20:33.000068,cocina
2009-12-13,13:20:34.000032,salon
2009-12-13,13:42:36.000077,salon
2009-12-13,13:42:39,cocina
2009-12-13,13:50:32.000003,cocina
2009-12-13,13:58:04.000050,salon
2009-12-13,14:11:40.000023,salon
2009-12-13,14:11:43.000050,cocina
2009-12-13,14:13:47.000088,cocina
2009-12-13,14:13:59.000044,salon
2009-12-13,14:49:38.000097,salon
2009-12-13,14:49:41.000081,cocina
2009-12-13,14:54:42.000004,cocina
2009-12-13,14:54:45.000061,baño
2009-12-13,14:58:02,baño
2009-12-13,14:58:05.000062,cocina
2009-12-13,15:28:40.000054,cocina
2009-12-13,15:28:42.000040,salon
2009-12-13,15:33:11.000012,salon
2009-12-13,15:33:12.000031,cocina
2009-12-13,15:42:41.000002,cocina
2009-12-13,15:43:51.000058,baño
2009-12-13,15:57:44.000065,baño
2009-12-13,15:58:08.000066,cocina
2009-12-13,16:26:13.000046,cocina
2009-12-13,16:26:59.000088,salon
2009-12-13,16:30:24.000016,salon
2009-12-13,16:30:55.000063,television
2009-12-13,18:18:13.000034,television
2009-12-13,18:19:12.000058,salon
2009-12-13,18:24:36.000057,salon
2009-12-13,18:25:21.000085,television
2009-12-13,18:47:50.000038,television
2009-12-13,18:49:07.000010,baño
2009-12-13,18:51:49.000004,baño
2009-12-13,18:53:54.000078,cocina
2009-12-13,19:05:44.000064,cocina
2009-12-13,19:06:09.000008,salon
2009-12-13,20:30:25.000078,salon
2009-12-13,20:30:29.000080,cocina
2009-12-13,20:34:39.000096,cocina
2009-12-13,20:34:42.000040,salon
2009-12-13,21:11:18.000006,salon
2009-12-13,21:18:57.000047,baño
2009-12-13,21:25:03.000037,baño
2009-12-13,21:26:02.000040,dormitorio
2009-12-14,08:23:35.000014,dormitorio
2009-12-14,08:23:38.000088,baño
2009-12-14,08:26:21.000037,baño
2009-12-14,08:26:43.000098,salon
2009-12-14,08:38:14.000098,salon
2009-12-14,08:38:18.000018,cocina
2009-12-14,08:44:18.000025,cocina
2009-12-14,08:44:23.000005,salon
2009-12-14,09:36:22.000007,salon
2009-12-14,09:36:25.000025,cocina
2009-12-14,09:43:28.000024,cocina
2009-12-14,09:43:28.000025,salon
2009-12-14,10:46:51.000011,salon
2009-12-14,10:55:39.000099,baño
2009-12-14,11:10:09.000078,baño
2009-12-14,11:10:42.000003,dormitorio
2009-12-14,12:21:55.000054,dormitorio
2009-12-14,12:22:01.000024,baño
2009-12-14,12:24:52.000070,baño
2009-12-14,12:24:59.000081,cocina
2009-12-14,13:19:47.000006,cocina
2009-12-14,13:19:52.000068,baño
2009-12-14,13:21:20.000033,baño
2009-12-14,13:22:43.000017,salon
2009-12-14,15:05:24.000088,salon
2009-12-14,15:05:29.000047,cocina
2009-12-14,15:09:43.000092,cocina
2009-12-14,15:12:25.000025,television
2009-12-14,16:40:05.000018,television
2009-12-14,16:42:20.000098,cocina
2009-12-14,16:47:21.000084,cocina
2009-12-14,17:39:34.000001,television
2009-12-14,17:59:32.000021,television
2009-12-14,17:59:42.000029,baño
2009-12-14,18:01:29.000074,baño
2009-12-14,18:01:38.000031,cocina
2009-12-14,18:22:28.000055,cocina
2009-12-14,18:22:28.000057,salon
2009-12-14,19:54:01.000077,salon
2009-12-14,19:55:52.000098,cocina
2009-12-14,19:58:54.000048,cocina
2009-12-14,20:31:15.000086,television
2009-12-14,20:51:55.000085,television
2009-12-14,20:52:36.000071,salon
2009-12-14,20:54:55.000012,salon
2009-12-14,20:56:56.000040,television
2009-12-14,22:00:34.000064,television
2009-12-14,22:00:37.000091,salon
2009-12-14,22:04:16.000012,salon
2009-12-14,22:04:23.000036,cocina
2009-12-14,22:08:31.000077,cocina
2009-12-14,22:11:40.000005,baño
2009-12-14,22:18:31.000040,baño
2009-12-14,22:20:11.000064,dormitorio
2009-12-15,07:47:36.000092,dormitorio
2009-12-15,07:47:41.000048,baño
2009-12-15,07:50:26.000035,baño
2009-12-15,07:51:06.000018,salon
2009-12-15,07:53:19.000090,salon
2009-12-15,07:53:24.000032,cocina
2009-12-15,08:00:12.000025,cocina
2009-12-15,08:00:14.000084,salon
2009-12-15,08:08:55.000040,salon
2009-12-15,08:09:00.000061,cocina
2009-12-15,08:11:12.000090,cocina
2009-12-15,08:11:19.000088,salon
2009-12-15,10:05:00.000008,salon
2009-12-15,10:05:03.000099,cocina
2009-12-15,10:15:15.000082,cocina
2009-12-15,10:15:26.000067,salon
2009-12-15,12:25:38.000022,salon
2009-12-15,12:27:20.000014,cocina
2009-12-15,12:40:40.000082,cocina
2009-12-15,12:40:42.000072,salon
2009-12-15,13:33:58.000017,salon
2009-12-15,13:34:01.000056,cocina
2009-12-15,13:40:02.000010,cocina
2009-12-15,13:42:44.000019,salon
2009-12-15,14:28:46.000074,salon
2009-12-15,14:28:47.000024,television
2009-12-15,14:38:07,television
2009-12-15,14:41:08.000037,salon
2009-12-15,16:18:11.000040,salon
2009-12-15,16:19:24.000006,cocina
2009-12-15,16:24:31.000087,cocina
2009-12-15,16:24:47.000004,television
2009-12-15,17:41:06.000015,television
2009-12-15,17:41:07.000065,baño
2009-12-15,17:47:22.000086,baño
2009-12-15,17:47:42.000038,television
2009-12-15,19:39:37.000014,television
2009-12-15,19:39:49.000073,cocina
2009-12-15,19:42:55.000022,cocina
2009-12-15,19:43:14.000082,salon
2009-12-15,19:48:34.000085,salon
2009-12-15,20:32:09.000021,television
2009-12-15,21:52:29.000065,television
2009-12-15,21:56:47.000001,cocina
2009-12-15,21:58:15.000086,cocina
2009-12-15,21:58:51.000094,baño
2009-12-15,22:08:08.000052,baño
2009-12-15,22:09:04.000035,dormitorio
2009-12-16,08:57:39.000073,dormitorio
2009-12-16,08:57:41.000042,baño
2009-12-16,08:59:31.000010,baño
2009-12-16,09:00:17.000056,salon
2009-12-16,09:11:42,salon
2009-12-16,09:11:42.000056,cocina
2009-12-16,09:13:19.000029,cocina
2009-12-16,09:13:23.000042,salon
2009-12-16,09:44:42.000009,salon
2009-12-16,09:44:45.000072,cocina
2009-12-16,10:03:35.000059,cocina
2009-12-16,10:04:19.000030,salon
2009-12-16,10:44:57.000078,salon
2009-12-16,10:45:23.000043,baño
2009-12-16,10:47:15.000067,baño
2009-12-16,10:47:16.000044,cocina
2009-12-16,10:52:59.000052,cocina
2009-12-16,10:53:01.000012,salon
2009-12-16,11:40:24.000046,salon
2009-12-16,11:40:28.000058,cocina
2009-12-16,11:42:41.000016,cocina
2009-12-16,11:43:43.000059,dormitorio
2009-12-16,11:46:03.000083,dormitorio
2009-12-16,11:46:12.000021,baño
2009-12-16,11:55:52.000033,baño
2009-12-16,11:57:09.000019,dormitorio
2009-12-16,12:06:52.000070,dormitorio
2009-12-16,12:06:56.000055,television
2009-12-16,12:08:42.000099,television
2009-12-16,12:08:49.000023,salon
2009-12-16,12:49:30.000052,salon
2009-12-16,12:50:23.000065,dormitorio
2009-12-16,12:57:54.000004,dormitorio
2009-12-16,13:02:15.000032,television
2009-12-16,13:17:29.000080,television
2009-12-16,13:17:43.000064,salon
2009-12-16,13:19:07.000012,salon
2009-12-16,13:20:49.000009,cocina
2009-12-16,14:43:54.000031,cocina
2009-12-16,14:44:37.000027,dormitorio
2009-12-16,15:05:13.000091,dormitorio
2009-12-16,15:05:54.000075,television
2009-12-16,16:22:23.000023,television
2009-12-16,16:23:41.000074,cocina
2009-12-16,16:59:17.000024,cocina
2009-12-16,16:59:36.000036,television
2009-12-16,17:47:05.000079,television
2009-12-16,17:55:58.000034,cocina
2009-12-16,18:23:59.000060,cocina
2009-12-16,18:30:08.000054,television
2009-12-16,19:58:42.000018,television
2009-12-16,19:58:54.000017,baño
2009-12-16,20:01:01.000085,baño
2009-12-16,20:30:48.000090,salon
2009-12-16,21:40:10.000044,salon
2009-12-16,21:44:30.000081,baño
2009-12-16,21:55:34.000099,baño
2009-12-16,21:55:40.000001,dormitorio
2009-12-17,08:49:05.000090,dormitorio
2009-12-17,08:49:12.000002,baño
2009-12-17,08:51:47.000052,baño
2009-12-17,08:52:15.000031,salon
2009-12-17,08:54:19.000015,salon
2009-12-17,08:54:19.000062,cocina
2009-12-17,08:58:53.000014,cocina
2009-12-17,08:58:56.000019,salon
2009-12-17,09:19:30.000055,salon
2009-12-17,09:19:31.000002,cocina
